Protein_Name;Fraction1_Ctrl_Rep1;Fraction1_RNase_Rep1;Fraction1_Ctrl_Rep2;Fraction1_RNase_Rep2;Fraction1_Ctrl_Rep3;Fraction1_RNase_Rep3;Fraction2_Ctrl_Rep1;Fraction2_RNase_Rep1;Fraction2_Ctrl_Rep2;Fraction2_RNase_Rep2;Fraction2_Ctrl_Rep3;Fraction2_RNase_Rep3;Fraction3_Ctrl_Rep1;Fraction3_RNase_Rep1;Fraction3_Ctrl_Rep2;Fraction3_RNase_Rep2;Fraction3_Ctrl_Rep3;Fraction3_RNase_Rep3;Fraction4_Ctrl_Rep1;Fraction4_RNase_Rep1;Fraction4_Ctrl_Rep2;Fraction4_RNase_Rep2;Fraction4_Ctrl_Rep3;Fraction4_RNase_Rep3;Fraction5_Ctrl_Rep1;Fraction5_RNase_Rep1;Fraction5_Ctrl_Rep2;Fraction5_RNase_Rep2;Fraction5_Ctrl_Rep3;Fraction5_RNase_Rep3;Fraction6_Ctrl_Rep1;Fraction6_RNase_Rep1;Fraction6_Ctrl_Rep2;Fraction6_RNase_Rep2;Fraction6_Ctrl_Rep3;Fraction6_RNase_Rep3;Fraction7_Ctrl_Rep1;Fraction7_RNase_Rep1;Fraction7_Ctrl_Rep2;Fraction7_RNase_Rep2;Fraction7_Ctrl_Rep3;Fraction7_RNase_Rep3;Fraction8_Ctrl_Rep1;Fraction8_RNase_Rep1;Fraction8_Ctrl_Rep2;Fraction8_RNase_Rep2;Fraction8_Ctrl_Rep3;Fraction8_RNase_Rep3;Fraction9_Ctrl_Rep1;Fraction9_RNase_Rep1;Fraction9_Ctrl_Rep2;Fraction9_RNase_Rep2;Fraction9_Ctrl_Rep3;Fraction9_RNase_Rep3;Fraction10_Ctrl_Rep1;Fraction10_RNase_Rep1;Fraction10_Ctrl_Rep2;Fraction10_RNase_Rep2;Fraction10_Ctrl_Rep3;Fraction10_RNase_Rep3;Fraction11_Ctrl_Rep1;Fraction11_RNase_Rep1;Fraction11_Ctrl_Rep2;Fraction11_RNase_Rep2;Fraction11_Ctrl_Rep3;Fraction11_RNase_Rep3;Fraction12_Ctrl_Rep1;Fraction12_RNase_Rep1;Fraction12_Ctrl_Rep2;Fraction12_RNase_Rep2;Fraction12_Ctrl_Rep3;Fraction12_RNase_Rep3;Fraction13_Ctrl_Rep1;Fraction13_RNase_Rep1;Fraction13_Ctrl_Rep2;Fraction13_RNase_Rep2;Fraction13_Ctrl_Rep3;Fraction13_RNase_Rep3;Fraction14_Ctrl_Rep1;Fraction14_RNase_Rep1;Fraction14_Ctrl_Rep2;Fraction14_RNase_Rep2;Fraction14_Ctrl_Rep3;Fraction14_RNase_Rep3;Fraction15_Ctrl_Rep1;Fraction15_RNase_Rep1;Fraction15_Ctrl_Rep2;Fraction15_RNase_Rep2;Fraction15_Ctrl_Rep3;Fraction15_RNase_Rep3;Fraction16_Ctrl_Rep1;Fraction16_RNase_Rep1;Fraction16_Ctrl_Rep2;Fraction16_RNase_Rep2;Fraction16_Ctrl_Rep3;Fraction16_RNase_Rep3;Fraction17_Ctrl_Rep1;Fraction17_RNase_Rep1;Fraction17_Ctrl_Rep2;Fraction17_RNase_Rep2;Fraction17_Ctrl_Rep3;Fraction17_RNase_Rep3;Fraction18_Ctrl_Rep1;Fraction18_RNase_Rep1;Fraction18_Ctrl_Rep2;Fraction18_RNase_Rep2;Fraction18_Ctrl_Rep3;Fraction18_RNase_Rep3;Fraction19_Ctrl_Rep1;Fraction19_RNase_Rep1;Fraction19_Ctrl_Rep2;Fraction19_RNase_Rep2;Fraction19_Ctrl_Rep3;Fraction19_RNase_Rep3;Fraction20_Ctrl_Rep1;Fraction20_RNase_Rep1;Fraction20_Ctrl_Rep2;Fraction20_RNase_Rep2;Fraction20_Ctrl_Rep3;Fraction20_RNase_Rep3;Fraction21_Ctrl_Rep1;Fraction21_RNase_Rep1;Fraction21_Ctrl_Rep2;Fraction21_RNase_Rep2;Fraction21_Ctrl_Rep3;Fraction21_RNase_Rep3;Fraction22_Ctrl_Rep1;Fraction22_RNase_Rep1;Fraction22_Ctrl_Rep2;Fraction22_RNase_Rep2;Fraction22_Ctrl_Rep3;Fraction22_RNase_Rep3;Fraction23_Ctrl_Rep1;Fraction23_RNase_Rep1;Fraction23_Ctrl_Rep2;Fraction23_RNase_Rep2;Fraction23_Ctrl_Rep3;Fraction23_RNase_Rep3;Fraction24_Ctrl_Rep1;Fraction24_RNase_Rep1;Fraction24_Ctrl_Rep2;Fraction24_RNase_Rep2;Fraction24_Ctrl_Rep3;Fraction24_RNase_Rep3;Fraction25_Ctrl_Rep1;Fraction25_RNase_Rep1;Fraction25_Ctrl_Rep2;Fraction25_RNase_Rep2;Fraction25_Ctrl_Rep3;Fraction25_RNase_Rep3
CNPY2_HUMAN;3390.803;12955.742;17514.64;14646.82;15229.575;188659.84;106173.298;90546.11;56684.364;1121574.19;194033.95;70984.958;336310.33;356797.86;425402.2;511844.4;439019.2;1326117.3;1941486.438;2014594.3;1882844.982;2438993.918;2062401.2;3147921.445;2637778.5;268216.66;1403404.8;2209962.7;1113084.41;3062939;2138002.7;503497.88;508237.04;1113870.59;548818.73;1840478.7;290042;52545.6;122440;108726;59617.8;118325;10656.7;0;52511.5;38476.3;4689.17;43922.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CSN2_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3586.79;2404.36;62883.5;56546.1;2857.27;48312.9;122470.1;132704.6;100927.6;87761.4;169610.1;193148.8;1201975;1252942;464283.7;452149.8;550740.7;547229.2;1845591.48;2468850.07;1553561.91;2083996.45;1649358.27;227001.72;2795236;1779967.4;2046034;2740902.3;2512698.4;3027200.8;3546186.2;2034983.9;3689354.7;3583392;3742516.3;3554800.3;202578.5;158725.3;232978.8;276229.7;222162.9;227899.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ECM29_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8950.13;7134.97;185018.4;195353.3;4024.15;167340.9;605434.54;436116.29;512762.88;474124.656;768282.26;872997.18;1056572.111;590627.996;504810.409;623643.3;741949.439;660027.803;239206.9;180286.37;275889.6;453692.9;282137.3;31099.33;41299;35990.3;25716;43420.1;43569.3;40291.4;39421.73;28775.3;35961.57;38430.22;38950.57;37787.13;25123.73;25069.56;29667.4;34017.1;28110.39;38661.9;20439.16;14117.05;23584.9;25960.23;25848.99;25447.58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GSTO1_HUMAN;0;0;0;0;0;0;0;0;655.052;84645.2;907.812;0;10750.139;17092.658;11987.884;16280.262;27848.42;278810.21;78352.32;86287.48;171173.35;109114.76;107558.22;777780.3;1026336.9;272408.41;214308.1;432039.9;211953.83;1290503.5;2824983.6;366445.28;338681.65;2049293.6;358776.97;1688845;3569701;417757.31;283749.54;295188.82;277667.62;457419;74148.62;25148.9;821649.1;571657.9;54789.41;680387;51740.7;40170.4;39955.1;103576;78583.7;66419.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HN1_HUMAN;14722.439;33404.82;59460.12;33804.46;37504.94;127651.9;118221.31;129168.393;70713.684;621550.07;167915.53;84072.548;336704.48;443523.49;516428.816;467359.53;362906.09;663405.81;1867108.96;2035444.82;1828137.83;2215478.91;1984550.87;1931386.24;954776.44;169587.948;734204.86;545782.97;502492.4;856608.71;195680.1;148892.5;198731.9;120651.99;216300.2;199698.4;103962;87122.1;135780.6;149917.2;128375;127031.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IF4H_HUMAN;2568.46;14335.638;12629.229;13940.682;10578.055;277207.1;40631.84;45178.41;19887.488;453266.8;46429.9;45224.74;131221.19;252137.9;156124.6;298712.8;184146.557;845878.25;1199729.15;1596530.2;1125302.2;2183083;1354019.17;2880385.8;1091706.33;132726.593;443909.19;1248833.51;357959.41;1578689;2413325.57;785335.7;1322650.6;1232728.28;1253162.3;1762622.1;469677.9;293185.4;689777.2;499186.91;824041.9;590130.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
K0020_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5899.34;38364;7129.01;62892.2;5895.96;92718.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;204607.98;6053.21;238827.79;3132.321;229783.43;3503.914;1203799.14;24320.302;1107264.38;47066.701;914968.25;31508.806;499862.3;4308.694;420401.93;11678.03;467603.11;6164.86;490524.5;8366.221;476327.4;8905.9;487371.1;9967.597;102963.5;4941.824;110420.1;4962.329;112481.7;1006.456;115122.8;38583.42;116983.16;21603.876;81631.25;16514;64732.13;47534.72;60104.29;41924.88;44029.52;26819.637;8053.41;17284.7;9055.91;5602.48;8112.28;4464.99
K2C4_HUMAN;7598.4;8522.9;3656.95;1348.872;5486.8;51820.52;9778.18;3315.67;9101.61;155421.6;1887.236;34707.54;23094.8;30661.9;31736.3;28298.8;49905.2;737214;231116;250215;486477;243417;280545;3242260;1001980;368179;391972;394898;178161;1112310;3766576.5;524576.38;539591.78;4785789.2;307844.53;2017806.5;6966374;850319.4;577635.8;653802.6;475198.24;723156.4;760508.39;309890.07;9447651.7;7097747.1;643043.4;6962228.5;1994460;1214580;2322130;1002780;3215930;2366190;3974698.3;2482912;2673860.91;3344915.19;4909364.7;2824360;1198342;1136926;1335026;1314025;1346192;262706.7;1440758;1695928;1197813;1946836;1645579;1739532;1543347;1842724;1913368;2078800;2017322;2041335;268107;271727;275472;282211;335498;344542;716563;583961;1153952;695264;843731;667312;403142;320238;435949;437715;499406;430860;294153;247810;335284;353708;302942;269687;117931;150733;122516;67765.8;124812;59995.1;169472;63720.2;133881;155436;182883;153019;281235;95376;201009;188054;212819;118448;125235;45066.2;115780;40152.4;93406.2;67602.7;99836;53282.2;59766.9;47042;96151.2;38043.4;0;0;0;0;0;0;29160.4;59694.7;19555.3;29908.8;22828.8;24909.3;72707.7;935876;88457.7;251067.3;85415.7;343745.7
MYPT1_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;247521.34;99953.62;161043.58;113718.76;203574.63;92394.63;20940.6;3764.79;16585.2;5995.67;17425.6;5485.09;25935.68;11865.23;18079.47;16747.48;22666.67;13841.98;3051.44;3014.94;4026.16;4751.68;4369.11;3529.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14164.54;65584.2;14304.98;5901.38;28523.9;4545.43;114436.8;51372.6;82923.98;138288.3;179796.6;166208.3;329668.86;100330.226;198362.38;235880.98;210882.3;152864.73;25635.8;12910.03;27308.8;7615.16;15476.49;22076.39;9405.51;5870.478;4110.275;5938.454;6095.008;3066.25;6300.294;12467.931;3869.29;8005.76;4928.738;5731.57;83875.16;66684.67;38398.815;62311.08;33969.195;41929.58;1917.33;22906.8;2585.13;7813.38;2521.36;8841.25
NOP58_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31572.09;34421.26;38057.3;56745.9;37225;50813.8;49480.8;39601.4;66749;54508.5;66092.5;57311.8;41627.1;6412.55;40408.5;10626.3;48620.9;9795.42;242811.8;29399.091;245445.2;32972.81;243672.17;33094.06;240440.03;20720.647;279607.61;13529.383;295456.79;18843.781;140560.1;2463.473;137758.4;6689.781;112086.57;5422.412;340431.8;9634.807;293464.4;17406.084;290547.9;20409.504;314516.74;12713.121;341215.47;10067.555;387474.12;15523.76;247437.93;21687.329;250546.36;19457.648;279461.61;15675.98;73627.7;24976.5;79606.8;21580.8;60263.7;16393.3;46382.8;41860;52090.1;46397.3;35541.7;30340.4;49341.694;432678.19;65724.519;77335.68;47354.385;126276.534
PAB4L_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;1900.22;0;1072.84;577.786;55121.8;67032.95;251617.1;40440.89;346959.2;73848.69;2118440;16071.8;42278.6;5960.65;108218;4588.7;191701;55974.6;40298.43;6313.76;398558.3;5079.05;366245.3;1339336;450079;88971.8;362388.8;91044.5;384088.7;11719.9;20528;263342;1273980;0;1110730;1031629.7;998191.7;1124524.5;1257291.6;1635225.4;2287062;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114984;20390.2;120827;38561;146789;36563.9;158731;14907.8;239651;26840.9;229015;26896.4;179223.8;20628.5;210559;32436.08;246675;34892.87;827424;3644.79;715878;5657.38;584013;13269.6;633912;3549.56;572233;1214.8;535507;1389.59;1480330;55596.73;1492626;35343.39;1526753;72193.58;571791;4299.14;459162;6890.78;433934;5358.4;1025872;11289.506;943081;3054.05;977695;17995.855;466120.6;6593.329;564471.7;8763.638;561922.5;983.799;350452;17074.4;363394;15363.47;285341.8;9199.9;275167.3;29384.25;280267;26674.899;221479.3;18648.779;114306.5;107079.83;169829.5;27306.387;136971.8;45225.295
PDCD5_HUMAN;20008.09;48864.9;52016.4;57355.8;44747.6;302625;119517.814;130429.841;73970.742;777814.22;160164.476;75260.17;531870.87;806284.27;689968.33;905964.32;697447.26;1502027.1;1154167.4;1446094.02;921371.3;1488338.35;985140.24;1480213.51;2361086.9;620195.71;1924108.9;1333379.1;1312618.9;3486726.4;539512.1;202022.4;111579.66;589082;132350.01;634367.4;125375.5;40170.6;54161.5;57273.8;37742.4;69510.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PDLI5_HUMAN;0;0;0;0;0;0;13398.64;13566.48;11351.42;310268.1;25710.58;13709.01;26105.271;34085.54;29502.384;45358.38;43890.862;281773.12;389007.54;389136.167;547264.11;534069.55;478039.91;1706435.32;1244461.8;149728.59;224743.19;864955.74;298035.41;1470431.8;1443356.396;289897.66;245800.43;1108727.038;247419.67;1109374.194;2429999.1;278463.5;301713.7;460909.78;327182.9;471115.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PPIF_HUMAN;5149.807;15701.24;19886.8;34187.17;17026.35;262312.9;150693.369;153718.609;48346.53;1618722.68;152315.31;120215.427;1097953.75;1765355.35;1347967.18;1965061.33;1309122.15;5064820.4;4271887.73;3328570.47;3273123.38;3959113.44;3549870.87;8626468.4;5835729.1;485424.73;773708.44;4573777.8;1432288.04;7656320.6;7733327.52;766730.608;1140676.1;3705573.86;1356867.5;5224677.08;4235618.2;229469.19;328674.26;317363.53;357962.12;264307.76;54431.8;8383.07;2147035;1446566;93426.4;1401927;50739.7;25193.1;61803.6;33800.1;93913.1;62524.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PR38B_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3723.54;22564.5;2310;74478.1;1886.36;56894;27618.1;247316;11435.4;286037;7991.21;322816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24063;29317;20344.2;40303.4;21523.9;4650.47;0;0;0;0;0;0;13278.9;23030.9;16102.9;28003.2;17083;25503.8;0;0;0;0;0;0;14936.9;7838.37;21253.2;12025.4;20136.4;12094;100509.2;16597.62;89735.3;19807.43;101244.3;18490.75;129916.7;12325.27;124044.9;18953.55;108199;13923.8;455099.9;26443.5;572681.6;24105.9;545244;23604.42;877784.1;12428.73;863446.4;17545.556;630953.3;16321.39;562495.1;9541.812;552477.2;16836.71;501415.8;13897.895;227065.1;7050.97;217893.3;7621.347;226015.7;8888.058;138362.4;12975.19;154297.6;11591.95;157826.9;6286.479;34540.8;12580.1;33665.2;4440.12;27887.9;5292.65;32563.65;22979.13;28193.94;19209.58;22775.08;15983.26;12048.5;15790.9;20060.2;7522.37;16635.2;7178.66
PRP4B_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4232.96;18801.3;1289.1;17922.3;1787.44;16604.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108016.1;14417.34;116790.4;11533.77;119557.4;14879.09;409314.546;7747.3;371115.62;10140.901;322306.355;9630.437;870400.9;22404.215;815858.8;36229.082;737968.5;13842.409;517689.58;12262.618;465683.54;16355.47;513885.46;13598.28;292355.75;15529.5;281916.64;14481.08;306923.34;7588.31;91459.1;42744.81;83224.92;23848.08;64338.97;15163.66;57381.66;63508.79;55496.26;54956.499;45934.05;31923.866;45235.06;130488.7;61505.75;52143.61;47576.45;53563.6
PRPF3_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50753.26;66140.6;189506.3;1243901;51279.48;1096344;1036.61;5205.13;723.732;8817.55;2824.144;15832.21;3213.96;44681.3;1593.99;58571.5;1564.55;52350.3;10645.9;13933.104;6846.06;27431.04;7275.671;4169.4;1560295.3;240185.18;1180528.3;333638.58;1524761;481802.21;2615089.4;136356.778;2846113.2;238712.53;2474116.7;184545.83;32934.35;15789.48;35643.5;8974.21;40218;10863.79;80819.1;50845.7;86703;70743.2;107043.1;58750.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11795.4;464.214;13446.7;0;11858.6;0;91019.8;1749.917;81267.5;5678.8;73485.84;1513.91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT36_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18271.4;22621.8;14696.3;25823;16644;73826.6;0;0;0;0;0;0;266081;66612.6;68782;392155;46462.1;165081.7;331003.2;268233.5;151381.6;206024.1;134616.2;297509.4;335653.859;114105.11;1251388.82;1249293.3;406168.956;1168805.38;436688.9;261783.1;420979.8;291478.9;543338.1;646135.7;449519.5;242116.5;248228.4;271070.4;334234.3;246239.9;0;0;0;0;0;0;0;0;0;0;0;0;85425.9;67468.4;102866;77665.7;87800.6;79990.1;16410.6;45656.2;20988.1;24026;22815.5;31243.6;509833.898;838537.019;620861.649;533365.3;638765.92;649648;734247.9;365328;736667.7;519555;744041;587206.8;632466.8;235298.47;477216.9;346131.89;491135;346813.2;183653;96578.9;110293;89964.6;112580;109149;27452.2;9387.6;22552;18481.5;25379.1;20932.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SEC62_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29805.31;42615.41;509367.84;625129.41;22837.95;518143.52;324671;327678.1;372475;232268.7;532580;546324;1080043.3;851656.2;599390.78;869054.2;874845.6;811313.6;725622.2;867040.7;828078.9;1019332.1;835290.7;180553.51;857173.75;1054427.9;707041.84;1135447.6;988887.59;1164773.2;375091.85;463729.11;482663;603940;491974.9;558358.7;121554.3;119646.3;133196.1;176981;135805.6;171136.3;387522.7;216609.2;495361.4;298231.1;487320.3;309643.3;228321.9;81425.8;281246;116407.3;291134;109565;203699.8;39613.1;207909.3;62362.1;181134.4;45253.1;116252.5;13050.07;113739.1;16278.28;98446.2;18123.36;0;0;0;0;0;0;87239.8;23993;83840.2;18839.9;77836.4;10685.4;23728.1;7910.69;30829.7;9004.15;29474.6;6886.92;9041.61;799.656;10029.7;1189.77;9139.55;691.292;0;0;0;0;0;0;3622.46;3820.34;3641.47;933.643;2176.55;988.951;2611.69;11716.6;5319.03;3709.75;3222.45;5503.29
TRXR1_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1348262.7;75084.23;105580.144;1678343.6;75792.506;449768.8;3877979.3;478004.27;249134.38;314385.2;227314.16;408617.77;238657.12;82616.517;3914263.4;3415815.2;176535.99;3330170.9;427500.65;451568.518;519361.89;367042.05;806807.31;1228022.58;415341;141367.6;276404;207569.9;346384;207439.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZYX_HUMAN;0;3546.736;4964.5;2428.973;3663.341;154295.1;17980.042;12120.868;8629.6;296014.1;31385.37;11230.079;72873.59;74336.18;68868.06;82262.34;114933.31;413771.8;1064523.7;1031365.1;1178136;1306357.1;1224166.8;2908749.2;2137675.9;243548.81;624096.8;1389020;589907.6;2328985.8;2394413.2;1283699.7;1754986.4;1285338.3;1924184.7;2067813.2;702258.3;447372.99;665914.7;819716.5;730631.1;762334.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AKAP8_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1127.06;2877.25;4273.56;3652.69;3016.56;3944.01;9943.69;10519.4;7189.3;11513.3;8859.79;2934.72;5756.51;8923.55;4767.89;9318.74;7088.61;8903.82;11997.5;13554.6;13791.6;14190.2;12059.7;12788.3;3299.13;3833.79;4081.56;4343.52;4284.11;4494.88;172101.09;163267.65;233055.38;187315.63;225407.28;170863.37;582698.15;147094.51;642377.767;198844.196;723732.23;197331.49;530688.07;92117.422;528058.81;138069.28;463210.56;147058.38;548723.8;100644.79;530597.158;99416.45;481042.3;117587.31;184070.869;14105.828;198617.238;25551.77;162235.214;19938.71;412730.991;26427.058;382561.28;46519.878;393132.983;42475.7;314736.64;21446.9;299194.42;25404.3;295984.18;27571.6;140261;16859.5;149125;20696.2;159624;10814.3;73432.1;28228.8;77567.7;18331.6;59895.4;11910.4;102495.1;78907.5;101793.2;62139.6;83266.6;40622.07;56077.39;292486.256;96063.2;76870.8;77408.16;118521.8
AT1A4_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76554.2;70884.9;1226500;1779930;54591.8;1209880;2508294.82;1849597.82;1867286.75;1139751.56;3049341;4185912.4;3418384.7;1999263.1;1058172.6;1795608.2;1695315.1;1941018.9;1073418;851385;1003501;1227655;972835;126063.5;970133.02;830711.5;613325.82;789430.76;702335.94;956934.33;798466.701;612635.38;758068.83;786370.6;801443.11;873666.08;394961.62;348261.42;433014.93;502911;438657.5;513063.51;392082.77;278813.97;477279.28;422719.35;454876.83;463898.38;272606.19;135965.29;340241.52;208826.43;345991.49;263432.69;379682.9;94540.79;310447.1;187213.5;290351.3;150020.57;139775;37898.7;127912;39845;126701;34857.3;252839;16924;175986;42186.7;149912;32737.7;259268.97;14923.642;178200.82;34874.03;193608.83;28899.427;122942;7636.14;100602;7257.9;96990.8;6129.6;0;0;0;0;0;0;16233;4988.3;14637.5;3534.32;11896.7;3488.22;0;0;0;0;0;0;13233.2;51783.4;17273.1;13468.1;11800.8;27375.5
